2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd
"2,982,202",222.41,253.67,86.7,51.41,136.4,30.35,131.36,111.03,61.82,60.76,65.48,162.44,8.32,11.19,270.57,257.81,6.45,61.87,33.99,35.17
"1,959,826",211.88,255.12,86.21,51.99,138.82,31.05,131.36,112.48,59.87,58.81,62.6,386.34,-2.26,26.51,271.03,258.17,5.95,56.14,26.8,31.18
"1,823,901",203.75,246.39,86.3,51.89,133.98,30.7,131.84,112,59.29,58.02,62.1,-382.26,-10.53,-13.57,271.3,258.47,5.1,51.05,18.14,26.31
"1,841,031",198.01,239.6,85.52,51.6,134.47,29.85,131.36,111.03,58.61,54.79,58.62,-166.43,-86.34,-25.79,271.52,258.95,3.94,46.1,15,19.98
"936,912",206.62,242.51,86.7,51.79,136.88,30.2,131.36,111.52,60.16,56.56,60.41,66.19,-43.21,-6.84,272.01,259.47,3.15,48.08,21.74,18.3
"753,502",208.54,244.45,85.72,51.89,134.47,30.3,131.36,110.55,59.09,56.85,58.62,-21.92,14.52,-29.59,272.45,259.96,2.53,48.58,31.72,22.82
"1,312,907",210.93,250.27,84.83,52.28,135.92,29.85,131.36,111.03,59.97,56.07,58.52,147.4,36.3,-81.95,272.79,260.42,2.09,49.64,40.42,31.29
"1,989,936",208.54,253.67,84.15,52.18,133.98,30,131.36,111.52,59.58,55.77,61.9,-211.19,-33.52,5.18,272.91,260.75,1.53,47.03,46.3,39.48
"1,255,268",203.75,256.58,82.09,51.41,131.08,29.55,130.41,110.55,58.8,53.23,59.41,80.39,28.61,22.07,272.99,261.18,1.08,47.03,43.75,43.49
"656,993",208.06,269.19,81.5,51.11,134.47,29.35,130.88,110.55,58.12,54.7,57.72,-69.09,24.48,-7.62,272.67,261.37,0.67,46.47,36.17,42.08
"2,101,019",197.06,282.77,80.13,49.66,128.18,28.25,130.41,109.59,57.15,52.05,58.22,-334.64,49.23,-59.18,272.2,261.63,0.11,43.12,28.61,36.18
"1,424,532",202.8,286.16,80.72,49.85,128.66,28.7,130.41,110.07,57.15,52.45,57.32,-443.81,39.4,-5.63,271.86,262.02,-0.41,42.03,30.6,31.79
"3,134,392",209.49,296.83,81.41,50.34,130.11,29.7,130.88,112,58.61,54.01,58.91,39.57,23.58,15.45,271.57,262.28,-0.58,46.4,30.21,29.81
"3,799,475",208.54,297.32,81.41,51.02,136.4,30.5,130.41,112.48,60.07,56.16,59.71,-672.77,263.08,15.87,270.96,262.4,-0.86,44.02,33.33,31.38
"1,510,423",208.06,295.38,82.68,51.79,140.27,30.8,130.88,112.97,61.23,56.65,60.7,-476.48,213.44,53.9,269.62,262.56,-1.03,44.78,27.93,30.49
"1,674,763",201.84,283.25,81.6,51.11,137.37,30.8,130.88,112.97,60.26,55.48,60.9,-510.43,0,8.09,268.4,262.55,-1.15,44.78,19.24,26.83
"1,922,859",198.97,299.74,80.62,50.73,139.3,30.9,130.88,114.9,61.04,54.99,62.2,-513.48,164.08,-7.7,266.69,262.41,-1.55,39.75,10.07,19.08
"2,135,400",190.84,287.62,79.74,50.82,137.37,29.95,131.36,113.93,61.04,52.84,61,-905.98,49.92,-66.05,265.25,262.32,-2.58,30.88,3.61,10.97
"2,110,193",190.84,286.65,79.74,50.73,136.4,30.45,130.41,113.93,61.23,52.93,62.4,-572.66,-12.68,-15.97,264.03,262.28,-3.55,29.04,15.02,9.57
"1,379,911",192.75,285.68,80.62,51.6,137.37,30.75,130.88,114.9,61.04,53.91,62.2,-29.99,5.95,-4.14,262.76,262.29,-3.89,37.1,31.68,16.77
"1,403,447",194.19,289.07,80.23,51.7,137.37,31.95,131.36,114.9,61.04,54.11,61.2,-185.57,7.57,35.24,261.75,262.38,-3.91,40.73,55.44,34.05
"616,220",191.32,275.01,79.74,51.89,138.82,31.35,131.36,115.86,61.43,54.21,61.4,-61.71,17,1.05,260.92,262.36,-3.84,41.45,69.43,52.18
"574,191",189.88,278.4,80.13,51.79,137.85,31.85,131.36,116.34,60.94,55.58,60.8,-217.1,14.82,10.4,260.22,262.31,-3.86,39.87,56.91,60.6
"1,119,768",186.06,271.61,79.15,50.53,133.02,31.75,131.36,114.9,59,56.56,59.21,-344.89,65.54,-27.24,259.51,262.28,-4.07,36.85,45.91,57.42
"896,307",187.01,284.22,79.15,50.82,138.34,31.45,130.88,115.38,60.36,56.56,60.01,-4.4,82.36,12.43,258.51,262.19,-4.03,40.11,25.51,42.78
"1,745,615",178.88,283.74,77.68,50.24,132.05,30.45,130.88,113.93,57.73,53.13,57.42,-475.82,28.9,-5.58,257.11,262.05,-4.38,34.79,21.5,30.97
"4,169,357",180.32,290.04,77.68,50.04,132.53,31.25,130.41,115.38,58.22,54.01,57.92,-1950.31,60.64,15.28,256.33,262.06,-5.15,29.44,29.44,25.48
"3,981,546",185.58,287.62,78.86,50.53,137.85,32.55,130.88,116.83,59.39,54.89,59.11,575.84,20.26,63.61,255.48,261.99,-4.92,42.94,44.44,31.79
"1,519,444",187.01,288.59,78.37,50.73,138.82,32.25,130.88,119.72,59.58,54.7,60.21,-183.86,30.86,32.64,254.7,262.06,-4.79,41.65,71.11,48.33
"2,044,815",186.53,280.34,78.57,50.82,138.82,32.45,130.88,118.76,59,55.28,59.21,-441.86,40.19,21.5,253.99,262.07,-4.56,42.88,71.39,62.31
"1,512,687",181.27,282.28,77.19,50.53,135.43,32.75,132.79,116.34,58.61,55.87,58.12,-151.17,49.88,-14.51,252.96,261.93,-4.45,41.47,54.17,65.56
"3,470,128",178.88,282.77,75.04,49.85,130.11,31.6,131.84,117.31,56.47,52.74,54.83,-704.2,139.06,-36.06,251.23,261.56,-4.89,35.23,28.47,51.34
"3,220,337",169.32,272.58,71.51,49.07,126.73,31.9,130.88,114.9,54.14,51.08,51.25,-1366.14,113.75,25.43,249.89,261.23,-6.08,28.21,15.28,32.64
"1,723,786",168.84,283.25,73.96,50.14,132.53,31.9,130.41,113.45,55.21,52.35,53.24,-375.53,42.5,202.62,249.15,261.12,-6.48,35.44,40.97,28.24
"2,626,487",172.66,299.74,75.23,50.82,134.47,31.95,131.36,113.45,56.47,53.62,54.93,423.74,135.9,-3.56,248.79,261.14,-5.7,47.71,70,42.08
"2,851,885",172.19,302.66,75.23,50.92,138.34,32.05,131.84,113.45,55.69,52.93,54.04,806.96,344.27,-78.6,248.4,261.05,-4.44,53.24,85.69,65.56
"1,132,968",169.79,295.38,75.23,50.63,137.37,32.75,131.36,114.9,55.21,52.74,53.44,-242.05,31.42,-76.48,248.18,260.89,-3.75,49.84,75.4,77.03
"1,621,680",168.36,288.59,73.28,50.24,133.02,32.35,130.41,112.97,53.07,50.68,51.45,206.48,69.16,-98.34,247.96,260.57,-3.64,45.65,48.21,69.77
"2,273,679",163.1,300.23,73.57,50.14,132.53,33.9,130.41,112,52.39,51.08,52.05,-602.33,127.49,-33.12,248.06,260.4,-3.7,43.99,48.57,57.4
"2,282,946",169.79,311.87,74.55,50.92,137.85,34.55,131.36,112.97,54.72,53.62,53.44,683.81,-1.04,45.59,247.81,260.17,-2.82,52.53,48.57,48.45
"2,665,111",169.79,308.48,74.65,50.82,145.11,34.8,131.36,112,55.79,54.01,53.94,146.43,-15.87,-5.38,247.79,260.04,-2.44,49.36,70.58,55.91
"1,481,728",170.75,307.02,75.92,50.53,145.59,33.2,131.36,112.97,55.98,54.5,54.73,409.77,92.13,25.06,247.89,259.95,-1.73,52.77,71.89,63.68
"1,041,488",168.84,310.42,77.1,50.53,147.53,35,130.88,113.93,56.28,55.38,54.44,331.69,13.1,3.67,248.25,259.92,-1.07,53.45,83.19,75.22
"817,505",170.27,308.48,77.68,51.11,146.07,36.2,130.41,113.93,55.98,55.97,54.24,-34.65,6.88,28.57,248.62,259.88,-0.35,55.18,88.03,81.04
"1,588,380",173.14,311.87,76.8,50.53,149.94,36.4,130.41,115.38,57.64,58.41,55.03,569.78,-3.73,18.66,249.33,259.95,0.37,56.57,86.92,86.05
"1,314,752",170.75,308.48,76.41,50.34,148.01,36.9,130.88,113.93,56.96,57.93,54.44,415.4,-7.77,-2.41,250.23,259.93,1.05,57.63,76.28,83.74
"721,325",169.79,285.19,76.41,50.53,148.98,35.2,130.41,113.45,56.86,61.84,53.94,-77.65,1.59,-24.91,250.69,259.94,1.34,54.75,67.25,76.82
"974,235",170.27,295.38,78.27,50.34,148.98,36.5,130.88,112.97,56.96,60.96,55.23,47.35,135.39,15.16,251.33,259.91,1.63,55.54,68.12,70.55
"1,297,125",173.14,300.23,78.76,51.02,148.98,36.15,130.88,112.97,57.25,60.86,59.41,98.89,136.68,53.06,251.94,259.87,1.99,57.17,78.26,71.21
"945,150",172.19,287.62,79.84,50.63,146.07,35.75,130.88,112.48,56.37,60.47,59.01,270.11,12.08,-12.08,252.62,259.76,2.29,57.59,85.51,77.29
"1,313,312",169.32,290.53,79.64,50.43,148.49,36.25,130.41,112,56.37,61.35,58.91,231.72,53.16,-11.28,253.43,259.53,2.5,57.59,60.35,74.71
"1,671,324",171.23,291.98,78.57,50.43,145.59,35.9,130.88,113.93,56.08,62.62,60.11,-191.83,135.97,18.97,254.67,259.26,2.25,51.74,37.43,61.09
"1,804,181",167.88,290.53,77.49,49.95,137.37,34.9,130.41,111.03,54.43,59.2,60.9,189.75,42.28,-36.02,255.63,259.03,1.83,49.06,14.79,37.52
"1,096,955",161.66,291.98,77.19,50.04,141.24,35.4,130.41,112.48,55.21,65.07,63.39,233.86,127.37,-2.35,255.43,258.51,1.48,49.06,12.41,21.54
"1,413,911",158.79,278.89,76.9,49.95,138.82,35.55,130.41,111.03,56.18,65.17,64.39,-238.48,47.85,53.36,254.77,257.73,0.37,39.17,8.62,11.94
"1,445,747",156.4,277.92,75.23,49.46,140.27,35.25,130.88,110.07,55.21,71.62,70.76,-22.86,35.78,27.34,254.67,257.16,-0.66,37.61,18.01,13.02
"1,128,426",161.66,289.07,76.61,50.34,138.34,34.9,131.36,111.52,55.69,72.01,67.47,110.89,23.76,21.46,254.75,256.54,-0.91,45.73,29.12,18.59
"690,200",162.14,290.53,77.68,50.24,138.34,34.8,131.36,110.55,56.47,73.87,66.87,68.82,7.84,-12.9,254.77,255.99,-1.3,43.55,32.06,26.4
"568,926",159.75,290.04,76.61,50.34,134.47,34.1,131.84,110.55,55.11,72.41,63.69,-153.44,17.47,-30.94,254.14,255.41,-1.85,40.63,21.87,27.69
"587,043",158.79,291.01,75.23,50.34,130.6,33.9,130.88,109.1,53.26,65.95,62.2,-161.62,34.4,-20.79,253.72,254.76,-2.42,39.02,16.32,23.42
"476,800",163.1,300.71,75.43,50.63,135.92,33.85,131.84,110.07,53.36,67.71,61.5,-85.14,2.23,12.13,253.23,254.26,-2.84,39.02,26.39,21.53
"1,210,963",162.62,305.57,76.31,50.73,138.82,33.95,131.84,111.03,54.33,68.2,62.1,134.79,63.25,-15.06,252.79,253.87,-2.87,43.56,48.61,30.44
"764,017",161.66,307.99,77,51.79,138.34,33.5,132.31,111.52,54.33,69.96,68.27,102.97,43.52,-3.8,251.89,253.45,-2.7,46.03,44.91,39.97
"1,529,046",160.23,299.26,76.41,52.47,135.43,33.85,131.84,110.55,53.65,66.05,68.96,-767.03,-27.31,19.19,250.42,252.85,-3.08,39.51,30.53,41.35
"1,845,746",154.97,290.04,73.67,50.63,128.66,33.55,130.41,108.14,50.44,62.23,62.2,-814.03,23.65,-22.94,249.64,252.49,-4.09,32.73,31.58,35.67
"2,110,133",151.14,295.86,74.45,52.38,129.15,33.7,130.88,108.14,48.79,66.54,62.2,803.88,-3.53,-6.55,248.67,252,-3.62,48.31,45.95,36.02
"1,749,025",149.71,285.68,72.69,50.92,125.28,33.3,130.41,106.21,47.14,61.35,59.51,-66.64,66.15,-25.48,247.71,251.58,-3.76,43.42,66.92,48.15
"1,244,753",155.92,285.19,73.76,51.02,124.31,33.45,130.88,108.62,46.65,61.35,59.71,-99.83,11.09,25.64,246.84,251.21,-3.7,44.71,67.26,60.04
"1,300,676",159.27,291.5,74.06,51.6,124.79,33.55,130.88,110.55,46.65,61.06,60.21,184,5.5,-38,245.57,250.73,-3.35,47.71,60.02,64.73
"932,976",159.27,293.44,73.96,52.86,126.24,34.3,131.36,109.1,46.65,60.37,60.61,-299.25,-25.95,4.61,244.22,250.28,-3.62,42.4,39.59,55.62
"810,061",160.23,303.63,73.28,53.35,124.79,35.05,132.31,109.1,46.75,60.66,60.01,-61.7,-70.13,2.17,243.12,249.84,-3.9,41.41,13.2,37.6
"826,554",160.71,333.7,74.25,52.96,129.15,34.95,132.31,109.59,49.08,62.13,60.9,-206.54,-65.31,1.45,241.81,249.24,-4.08,41.41,8.29,20.36
"1,842,283",156.88,324.97,73.47,53.35,126.24,34.1,131.36,113.93,47.72,60.27,60.51,-746.69,11.93,6.55,240.29,248.6,-4.72,36.75,9.87,10.46
"1,177,905",154.97,324.97,72,52.38,125.76,33,130.88,114.9,45.44,56.07,58.32,-277.61,0.46,-7.82,239.12,247.9,-5.48,34.38,13.35,10.5
"1,243,027",152.1,308.96,71.02,52.77,128.66,32.7,129.46,117.79,44.56,55.28,58.02,-261.38,6.57,13.82,237.9,247.15,-6.28,32.4,11.45,11.56
"950,738",145.4,303.63,71.51,53.15,127.69,32.8,129.93,117.79,43.25,53.82,56.92,-55.88,-36.65,-6.48,236.09,246.39,-7.08,30.77,10.13,11.64
"1,051,911",146.36,300.71,68.47,52.18,122.86,33.2,129.46,114.9,42.96,51.56,53.74,-25.13,-52,-28.62,234.53,245.82,-8.01,28.22,12.77,11.45
"1,090,737",151.62,308.48,68.47,52.96,126.24,33.95,129.93,115.38,44.37,52.54,55.43,125.31,-247.96,35.8,233.23,245.32,-8.45,31.28,27.99,16.97
"696,075",151.14,294.41,67.69,53.54,130.11,35.3,129.93,115.86,44.56,55.77,55.73,70.47,-60.21,19.85,232.14,244.78,-8.54,33.72,51.68,30.81
"992,940",152.58,306.54,69.65,54.32,132.53,35.3,128.98,119.72,45.97,56.56,57.42,-27.9,11.25,25.43,231.33,244.29,-8.36,36.17,71.95,50.54
"1,174,086",152.1,302.66,70.04,56.26,131.56,35.35,128.98,120.21,46.41,57.73,57.82,200.05,-6.01,-2.77,229.91,243.64,-7.66,42.96,64.98,62.87
"999,822",151.14,301.2,69.55,56.46,129.63,35.6,128.98,119.72,45.54,58.22,56.72,-344.99,-25.97,-20.65,228.62,243.1,-7.72,36.66,55.58,64.17
"990,779",152.58,301.68,72,56.36,131.56,36,129.46,120.69,45.78,58.02,62.3,133.41,33.07,6.34,227.59,242.58,-7.34,41.29,38.42,52.99
"645,203",150.18,307.02,71.71,58.3,132.05,35.35,130.41,119.72,45.88,57.73,63.99,-107.33,16.65,9.45,226.79,241.94,-7.06,40.24,28,40.67
"568,166",146.36,291.01,70.73,58.11,127.69,36.1,129.93,119.24,44.81,55.87,61.7,-124.96,0,-1.1,225.35,241.44,-7.16,36.85,20.33,28.92
"1,004,621",146.36,291.01,72.2,59.37,130.6,36.2,129.46,123.1,45.34,58.51,62.4,481.27,-413.85,27.37,224.32,241.07,-6.96,39.59,21.67,23.33
"601,363",148.75,288.1,71.41,58.11,128.66,36.15,130.41,123.1,45.39,61.06,63.69,119.17,14.11,-12.99,223.59,240.67,-6.6,41.23,50.06,30.69
"1,259,596",152.1,295.38,71.81,59.47,129.15,36.1,129.93,123.1,45.49,64.19,64.39,169.92,75.47,52.78,223.03,240.4,-5.67,48.75,74.18,48.64
"1,250,831",157.36,305.57,73.47,58.5,133.5,35.9,130.88,123.1,46.99,65.65,64.19,98.98,57,39.11,222.98,240.16,-4.32,54.59,94.18,72.81
"1,868,490",159.27,302.17,73.86,59.08,134.95,35.3,129.46,123.59,46.9,64.58,64.09,292.22,4.35,-8.21,223,239.95,-2.99,56.86,97.46,88.61
"593,484",157.84,305.57,73.76,58.89,133.5,35.45,130.88,124.55,46.6,64.38,64.19,148.28,7,-22.7,222.78,239.78,-1.91,56.86,86.9,92.85
"657,692",155.92,291.98,73.37,57.92,134.47,35,130.88,124.07,46.22,62.52,62.99,-29.09,0,-8.75,223.03,239.84,-1.43,51.85,76.3,86.89
"827,241",162.14,289.56,72.79,57.24,132.53,35.75,130.41,119.72,45.58,63.6,62.3,55.45,-59.75,15.77,223.17,239.7,-0.84,54.03,51.58,71.59
"1,283,051",161.18,304.11,72.88,58.01,133.98,36.2,130.41,120.21,45.83,65.17,65.58,-424.06,-5.13,13.51,223.57,239.37,-0.84,48.37,40.78,56.22
"601,546",163.1,304.11,72.59,58.5,142.21,36.45,130.41,122.14,46.9,65.46,66.48,-42.68,1.88,29.31,224.13,238.93,-0.71,49.79,33.84,42.07
"824,478",162.62,305.57,73.37,57.82,148.98,36.5,131.36,122.62,48.11,66.05,65.58,109.75,-35.72,8.23,225.03,238.6,-0.57,50.28,50.97,41.87
"757,802",161.66,306.54,74.25,57.92,150.43,36.3,131.36,118.76,48.99,67.12,65.68,141.96,-23.23,22.04,225.37,238.22,-0.29,52.28,43.86,42.89
"1,076,238",155.92,299.74,72.39,55.39,146.07,36.15,130.88,117.79,48.11,64.77,65.38,-471.96,4.79,-18.7,225.64,237.88,-0.77,43.74,39.53,44.79
"1,031,286",154.01,299.74,72.2,55.88,143.17,35.85,130.88,120.21,47.43,65.65,63.69,-95.97,12.8,-2.74,225.64,237.3,-1.1,44.28,19.63,34.34
"1,052,740",159.27,296.83,73.37,57.62,139.3,36.7,131.36,120.69,46.7,64.48,63.79,-267.53,2.25,4.73,225.47,236.84,-1.62,41.27,25,28.05
"1,423,786",153.05,291.98,71.71,57.92,132.53,34.2,131.36,118.28,44.81,63.11,66.48,27.07,35.95,-3.41,225.71,236.29,-1.81,44.19,30.75,25.12
"1,642,859",151.62,289.07,70.34,57.92,136.4,34.35,130.41,117.31,44.47,64.38,63.69,-158.67,72.41,-4.54,225.4,235.6,-1.98,43.72,29.14,28.3
"1,001,654",149.71,275.01,67.69,58.3,123.82,34,129.46,112.48,40.92,59.59,58.71,-328.68,29.7,0,225.76,235.08,-2.63,37.7,53.1,37.66
"1,086,156",153.53,289.56,67.89,58.5,128.18,34.15,129.46,115.38,42.09,62.43,60.8,340.85,99.74,86.26,226.08,234.43,-2.14,50.75,54.42,45.55
"872,592",152.1,285.19,65.83,57.92,122.37,34.05,128.03,112.97,39.7,58.71,59.31,-188.45,57.53,98.98,226.64,233.88,-2.2,45.79,81.26,62.93
"1,759,069",154.01,284.71,65.14,58.3,124.31,33.8,128.51,112,39.02,57.73,60.61,86.11,270.04,150.7,227.37,233.45,-1.64,52.09,78.09,71.26
"1,825,745",153.53,295.86,65.05,60.83,122.86,34.05,129.93,113.45,39.75,57.44,59.71,170.17,96.08,196.94,227.62,232.97,-0.79,55.78,84.33,81.23
"1,455,149",156.4,302.66,65.83,60.83,128.18,34.05,129.93,115.38,41.99,60.86,62.3,-128.66,94.84,28.14,227.5,232.45,-0.31,53.56,76.76,79.73
"1,349,297",153.53,304.6,66.2,60.25,125.28,34.1,128.98,114.41,41.16,60.08,60.51,-103.13,158.83,-4.72,227.08,231.87,0.03,53.1,59.24,73.44
"1,526,569",147.79,297.32,63.3,59.67,125.28,34.4,128.98,114.9,40.77,60.08,59.51,-331.92,91.91,-12.74,226.36,231.2,0.06,50.28,36.72,57.57
"1,391,740",146.36,299.26,61.2,60.05,120.44,33.9,128.98,112.48,38.54,57.83,57.72,6.87,28.13,44.3,225.89,230.6,-0.4,45.1,20.12,38.69
"1,885,304",135.83,282.28,59.9,58.69,114.63,32.45,128.03,111.03,35.23,52.84,54.24,-173.66,73.76,17.72,225.16,230,-0.75,45.1,16.06,24.3
"1,555,801",133.44,285.19,59.1,59.18,112.22,33.7,128.51,112,36.01,52.54,55.33,-511.15,350.84,73.15,224.81,229.43,-1.22,42.97,28.76,21.65
"1,515,670",136.31,288.59,59.1,61.03,113.18,33.7,128.51,115,37.52,54.6,56.13,7.28,360.96,71,223.88,228.86,-1.46,44.66,23.52,22.78
"1,580,672",130.1,306.05,58.6,59.76,107.38,33.1,128.03,111,36.35,54.11,51.95,-198.71,55.78,-12.42,223.46,228.49,-2.42,36.81,36.15,29.48
"1,675,595",135.36,319.15,59.9,60.64,109.31,33.4,128.51,111.5,36.98,59.39,54.93,300.56,365.09,58.57,223.26,228.13,-2.31,47.29,51.04,36.9
"1,673,516",140.14,320.6,62.4,60.15,112.7,33.15,129.46,114,38,60.27,58.62,-64.61,371.96,35.26,223.6,227.83,-1.68,52.53,83.52,56.9
"824,314",142.05,316.24,66.8,59.08,113,32.85,129.46,113.5,37.81,60.66,60.21,-313.5,256.35,-6.66,223.99,227.62,-1.01,54.05,92.67,75.74
"1,236,758",143.97,306.05,68.2,59.37,105,32.4,130.41,111.5,36.2,58.51,57.42,-158,299.61,-76.23,224.98,227.58,-0.35,55.2,92.29,89.49
"2,764,788",148.27,306.05,68,60.44,112,34.2,131.84,113.5,37.23,59,58.32,-431.1,427.51,95.8,225.84,227.55,0.85,61.16,86.9,90.62
"2,225,222",150.18,309,70.1,59.18,114.5,34.4,131.84,114.5,38.2,61.15,59.71,-372.9,100.59,59.88,227.01,227.55,1.78,61.16,86.53,88.57
"2,035,591",145.4,320,73.9,60.05,116.5,35,130.88,115.5,38.2,63.4,60.21,167.83,62.72,31.85,228.51,227.51,2.93,64.69,84.28,85.9
"1,587,994",150.66,334.5,75.2,61.12,117,35.15,130.88,116,39.61,63.89,60.21,-366.03,128.38,3.68,229.46,227.61,3.79,64.69,83.28,84.69
"999,452",149.71,315,74.6,61.9,117,35.85,131.84,117.5,39.7,63.99,59.71,149.32,23.37,-7.38,230.85,227.91,4.5,65.35,81.28,82.95
"1,496,951",153.53,312,76,62,118.5,35.65,132.31,118,39.95,62.92,60.11,149.15,27.64,2.49,231.92,227.97,5.25,67.33,82.29,82.28
"1,487,066",155.92,314,74.7,62.9,123.5,35.7,131.84,117,40.82,64.29,60.7,-58,-71.5,293.5,232.65,228.12,5.86,67.99,71.76,78.44
"1,588,617",154.01,310,74.1,62.2,123,35.6,132.31,116,40.63,63.11,60.21,25.05,-72.17,339.02,233.63,228.28,6.11,65.16,70.43,74.83
"1,404,327",153.5,310,74.8,62.6,121.5,35.55,133.26,116.5,39.7,65.07,59.71,227.7,-16.28,200.9,234.55,228.36,6.43,67.01,62.22,68.14
"888,681",154.5,301.5,73.8,62.3,117.5,35.6,133.26,116,38.88,63.21,58.62,364.29,5.73,-58.27,235.88,228.64,6.49,64.79,80,70.88
"1,411,553",152,314.5,75.1,62.3,122,35.45,132.79,116.5,39.61,62.82,59.81,204.72,21.34,140.97,237.9,229.09,6.86,68.53,81.79,74.67
"3,076,185",156.5,312.5,74.7,64.2,120,34.8,132.31,115.5,39.22,61.94,58.52,505.4,446.71,-6.55,239.73,229.46,7.72,73.4,83.74,81.84
"2,174,182",172,321,81.4,63.4,123,34.8,132.79,116.5,40,62.82,60.31,-334.11,49.79,-14.96,241.7,229.96,7.98,67.75,71.7,79.08
"1,424,213",175.5,311.5,80.8,63.3,123,34.2,135.64,117,39.9,63.01,61.3,-264.45,85.31,39.81,243.6,230.53,8.13,68.08,64.2,73.21
"2,774,564",173.5,306,82,62.6,120.5,33.6,135.64,118.5,38.83,56.75,60.31,-46.79,52.48,-53.77,246.28,231.24,8.16,68.08,73.02,69.64
"2,210,318",173.5,302.5,82.2,61.7,118,33.2,134.69,113,38.1,55.48,58.71,470.98,80.78,-13.46,248.28,231.95,8.52,71.77,73.94,70.39
"3,063,483",173.5,306.5,80,61.1,116.5,33.05,134.22,114,37.61,56.36,57.42,-98.92,111.97,-22.97,250.03,232.77,8.47,67.21,78.92,75.29
"1,454,261",173,315,80.2,61.9,120,33.35,135.17,113.5,38.1,58.12,58.71,203.18,5.78,-44.63,251.78,233.58,8.46,68.3,79.01,77.29
"846,519",174,311.5,77.6,61,122,33.5,137.55,112.5,37.86,57.24,58.22,147.59,11.11,19.57,253.48,234.37,8.51,69.73,81.79,79.91
"1,755,540",177.5,316,78.5,61.2,120,33.7,137.55,113.5,38,61.7,58.81,-316.15,50.62,23.85,255.1,235.24,8.49,70.1,89.2,83.33
"2,807,924",180,315.5,77.5,62.3,123,33.1,138.98,114.5,40.63,63.4,58.71,221.14,154.22,7.34,256.75,236.02,8.94,74.7,91.67,87.55
"2,352,370",183,311,77.6,62.9,123.5,33.45,139.45,116,40.53,63.3,58.52,-23.44,11.72,-48.78,257.85,236.86,9.23,75,84.72,88.53
"2,091,365",185.5,307,76.3,62.6,126,34.6,138.98,115,42.57,64.6,59.21,-716.09,-143.11,46.46,259.3,237.74,8.91,65.87,83.49,86.63
"1,934,572",182,310,76.6,62.7,130,34.5,137.55,117,42.72,65.1,60.11,691.58,32.06,-65.76,260.63,238.62,9.12,70.75,76.47,81.56
"1,037,940",184,314.5,77.3,62.5,127.5,34.95,138.5,116,42.38,64.5,61.9,137.89,21.53,-35.43,261.8,239.58,9.06,68.49,82.22,80.73
"1,581,017",184,311,77.2,61.9,128.5,35.6,139.5,115.5,42.52,63.9,62.5,-72.21,-26.98,42.51,262.93,240.5,8.91,68.49,73.93,77.54
"882,055",182.5,306,79.9,63.2,129,35.4,139.5,115.5,42.62,64.7,62.7,304.11,-22.62,-16.08,264.15,241.39,8.69,68.49,67.62,74.59
"798,121",180,303.5,79.4,62.4,131.5,34.4,140,117,42.86,63.5,62,200.02,-28.34,6.54,265.1,242.11,8.42,68.49,48.57,63.38
"1,469,735",179.5,296.5,75.5,62,133.5,33.9,139.5,117.5,42.67,61.3,61.6,95.13,-73.03,45.55,265.95,242.67,7.87,63.07,30.56,48.92
"1,831,431",180,302,76.8,61.9,133,34.15,138.5,117,42.28,62.5,62.5,103.21,5.85,-118.1,266.6,243.18,7.07,57.36,20.56,33.23
"1,149,677",177.5,299.5,77.3,62.4,131,34.65,140.5,116,41.89,61.6,62.4,237.1,-14.15,-8.01,266.9,243.72,6.45,58.52,29.13,26.75
"844,714",178.5,298,78.3,62.9,133,34.85,141,118,43.3,63.9,63.39,153.03,-85.76,130.52,267.4,244.34,5.96,59.69,36.67,28.79
"1,514,202",182,300.5,86.1,63.2,134.5,34.55,143,118,43.35,67.9,62.5,302.84,-70.75,-46.63,267.6,244.82,5.52,59.69,31.67,32.49
"1,659,766",178.5,328,88,61.8,131.5,35.15,141,115.5,42.05,67.1,60.51,-20.74,4.46,-81.9,267.88,245.43,4.67,50.56,28.33,32.22
"1,484,757",183,340.5,87.2,62.8,135,34.3,141.5,116.5,43.1,67.5,61.6,184.01,-50.16,-8.45,267.83,245.99,4.06,52.69,25.61,28.54
"1,276,425",188.5,340,87.8,63.6,137,34.5,141,117,43.65,67,62.6,-275.36,-50.5,11.31,267.7,246.48,3.47,51.11,28.94,27.63
"1,935,481",187.5,335.5,88.1,62.1,134.5,34.35,141.5,116,42.6,66.9,63.09,-248.42,-92.8,-110.38,267.33,246.87,2.6,44.63,21.5,25.35
"1,366,547",176,330.5,87.6,62,137,34.1,142,115.5,42.05,67.6,61.7,-44.63,-16.58,34.94,266.88,247.42,1.61,40.34,14.74,21.73
"826,213",175,323,84.1,61.9,133.5,33.8,140.5,114.5,40.9,66.8,59.7,56.72,1.53,-1.28,266.5,247.99,0.86,41.21,18.08,18.11
"1,079,124",175,315,84.4,62.3,128,33.3,140.5,114.5,40,61.7,58.8,56.14,95.53,-5.67,265.75,248.61,0.42,44.68,27.63,20.15
"1,109,400",180,303.5,85.6,61.9,129,32.95,140,114,40.3,62.2,58.3,0,69.39,-61.94,265.53,249.37,0.03,43.98,55.04,33.58
